DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Oct1955,0.09308,-0.05408,-0.20804,-0.16748,-0.02667,-0.47918,-0.9064,-0.94597,-0.79373,-0.66759,-0.75465,-0.93628,-1.45172,-1.53951,-1.46804,-1.23927,-1.04128,-0.82089,-0.82949,-0.44018,-0.46523,-0.51984,-0.18982,-0.37415,-0.2465,-0.37454,-0.46627,-0.4236,0.12951,-0.21876,-0.29923,-0.35064,-0.41761,-0.51114,-0.58399,-0.66022,-0.81708,-0.83803,-0.76133,-0.61239,-0.75215,-0.81732,-0.82474,-0.75745,-0.82214,-0.8286,-0.7618,-0.81959
Nov1955,-0.65173,-0.41738,-0.38669,-0.53289,-0.47726,-0.30844,-0.69367,-1.09344,-1.13123,-0.97509,-0.8419,-0.91916,-1.09056,-1.55584,-1.66386,-1.57396,-1.35463,-1.15591,-0.9524,-0.95878,-0.58242,-0.60927,-0.65834,-0.32831,-0.50647,-0.3782,-0.50301,-0.58692,-0.54144,0.02414,-0.32006,-0.40038,-0.45155,-0.51728,-0.61158,-0.68544,-0.75762,-0.9115,-0.93129,-0.84994,-0.70006,-0.8351,-0.89896,-0.90644,-0.84081,-0.90294,-0.90728,-0.84213
Dec1955,0.91947,0.11487,0.00811,-0.08464,-0.25538,-0.19379,-0.05898,-0.4818,-0.91087,-0.96503,-0.80769,-0.66374,-0.74566,-0.92001,-1.42993,-1.5308,-1.44754,-1.21306,-1.02211,-0.8193,-0.8249,-0.44187,-0.46878,-0.52155,-0.19585,-0.37732,-0.25,-0.38716,-0.47543,-0.43211,0.11952,-0.22379,-0.30006,-0.34694,-0.41555,-0.50903,-0.58709,-0.66142,-0.81594,-0.83634,-0.75929,-0.61317,-0.75295,-0.81724,-0.82558,-0.75963,-0.82351,-0.83132
Jan1956,0.07998,0.54295,0.00663,-0.04018,-0.15681,-0.30897,-0.23444,-0.12303,-0.52681,-0.92485,-0.96508,-0.81498,-0.67694,-0.74357,-0.90764,-1.3913,-1.48665,-1.42503,-1.20561,-1.03108,-0.84544,-0.84627,-0.47758,-0.50618,-0.5601,-0.23969,-0.41473,-0.29164,-0.43311,-0.5226,-0.4797,0.08029,-0.26677,-0.34581,-0.38669,-0.45628,-0.55326,-0.63689,-0.71066,-0.87571,-0.89793,-0.81838,-0.67201,-0.80934,-0.87533,-0.88523,-0.81689,-0.87944
Feb1956,0.35614,0.17035,0.52763,0.08262,-0.03503,-0.10836,-0.24896,-0.18993,-0.10275,-0.51071,-0.88448,-0.92545,-0.77936,-0.65121,-0.71942,-0.86801,-1.32862,-1.42991,-1.37804,-1.16547,-1.00043,-0.81776,-0.82546,-0.46499,-0.49336,-0.54588,-0.2282,-0.40209,-0.27533,-0.41064,-0.50052,-0.45497,0.10312,-0.24108,-0.32161,-0.36292,-0.43185,-0.52817,-0.6112,-0.68671,-0.84824,-0.871,-0.79284,-0.64541,-0.78524,-0.85188,-0.86226,-0.79423
Mar1956,0.8677,0.7158,0.49323,0.70364,0.36879,0.18842,0.08349,-0.04462,0.01493,0.08993,-0.33971,-0.71407,-0.75099,-0.61072,-0.49626,-0.58731,-0.72643,-1.19205,-1.31335,-1.26506,-1.0363,-0.87053,-0.67732,-0.6846,-0.31642,-0.34914,-0.40897,-0.09684,-0.27458,-0.14958,-0.28735,-0.3786,-0.33407,0.21083,-0.12429,-0.19904,-0.243,-0.31174,-0.40782,-0.49447,-0.57535,-0.73537,-0.76423,-0.6907,-0.54291,-0.69363,-0.76486,-0.77873
Apr1956,-0.27563,0.39806,0.37527,0.20649,0.45188,0.1379,0.02188,-0.09995,-0.20989,-0.16925,-0.07633,-0.45153,-0.81905,-0.85903,-0.72789,-0.61129,-0.69308,-0.81378,-1.2521,-1.37989,-1.32632,-1.10476,-0.94544,-0.75778,-0.75766,-0.38796,-0.41505,-0.47539,-0.1625,-0.33983,-0.21635,-0.35467,-0.44408,-0.39646,0.1505,-0.18241,-0.25713,-0.30061,-0.36952,-0.46576,-0.55461,-0.63116,-0.78933,-0.81471,-0.74006,-0.59367,-0.74099,-0.8097
May1956,1.2945,0.83447,0.96796,0.96094,0.84112,0.93736,0.70492,0.65391,0.46686,0.30691,0.32322,0.38084,-0.03993,-0.43301,-0.4519,-0.33523,-0.24579,-0.33859,-0.46292,-0.84655,-0.98755,-0.98261,-0.7794,-0.64416,-0.4602,-0.44388,-0.08149,-0.10922,-0.17725,0.1121,-0.07381,0.04111,-0.09382,-0.18541,-0.1463,0.36793,0.04767,-0.02214,-0.0611,-0.12488,-0.22273,-0.32303,-0.40782,-0.5655,-0.59626,-0.53275,-0.39108,-0.54883
Jun1956,0.2982,0.99643,0.73692,0.85495,0.86484,0.77108,0.87878,0.68492,0.678,0.49273,0.35069,0.36353,0.42625,0.06309,-0.3174,-0.35317,-0.24159,-0.1542,-0.24318,-0.37446,-0.73637,-0.88031,-0.88479,-0.69444,-0.56599,-0.39939,-0.3769,-0.04664,-0.07153,-0.13597,0.12604,-0.05526,0.05868,-0.06966,-0.15629,-0.12461,0.36601,0.06162,-0.00415,-0.03989,-0.10204,-0.19384,-0.27476,-0.35373,-0.5038,-0.53782,-0.47958,-0.34693
Jul1956,-0.57663,-0.08262,0.72456,0.50954,0.655,0.67703,0.58287,0.71127,0.52541,0.51485,0.35688,0.22847,0.2486,0.30915,-0.03002,-0.37291,-0.40789,-0.30205,-0.21598,-0.29892,-0.42571,-0.77383,-0.90728,-0.9065,-0.72542,-0.60237,-0.44081,-0.42164,-0.1051,-0.13056,-0.19522,0.06247,-0.1091,-0.00204,-0.12681,-0.20911,-0.17585,0.30183,0.00808,-0.05321,-0.08468,-0.14522,-0.23157,-0.3103,-0.38501,-0.5314,-0.5649,-0.50727
Aug1956,1.86063,1.27339,0.91991,1.31338,1.1058,1.18372,1.22459,1.11088,1.13636,0.97652,0.97442,0.83313,0.69689,0.68426,0.71436,0.39801,0.08122,0.03727,0.12795,0.19025,0.09363,-0.03597,-0.35383,-0.48719,-0.51878,-0.35797,-0.25698,-0.10789,-0.08852,0.20565,0.18011,0.11392,0.35074,0.18107,0.28925,0.16578,0.07519,0.09743,0.53431,0.2544,0.20126,0.16363,0.10655,0.0228,-0.06069,-0.13667,-0.27765,-0.30688
Sep1956,0.58374,1.41443,1.14499,0.98223,1.29176,1.1218,1.18265,1.19597,1.11477,1.12708,1.00505,1.00991,0.8946,0.76959,0.76075,0.78508,0.49686,0.20194,0.15736,0.24142,0.29474,0.1992,0.07451,-0.22893,-0.35941,-0.40283,-0.24436,-0.1481,-0.01045,0.00559,0.2785,0.25234,0.18619,0.41051,0.24253,0.3481,0.23382,0.14802,0.16905,0.58029,0.32067,0.26671,0.2277,0.1743,0.09342,0.01182,-0.06422,-0.20278
Oct1956,-0.69547,-0.14822,0.79643,0.59227,0.51222,0.90801,0.76024,0.8803,0.89524,0.82075,0.86493,0.75289,0.76256,0.6434,0.52308,0.5208,0.56344,0.28967,-0.01167,-0.0519,0.02731,0.07879,-0.00578,-0.11905,-0.41593,-0.53361,-0.56572,-0.40776,-0.30471,-0.172,-0.16001,0.11276,0.08951,0.02755,0.24223,0.07904,0.18941,0.07745,-0.0066,0.01609,0.4378,0.17851,0.12187,0.08564,0.03475,-0.04562,-0.12279,-0.1905
Nov1956,0.02277,-0.70146,-0.22803,0.64285,0.47341,0.41378,0.83491,0.69506,0.83102,0.84634,0.77111,0.83002,0.70852,0.69696,0.59491,0.47522,0.47671,0.51301,0.2483,-0.06116,-0.10337,-0.02907,0.02288,-0.06107,-0.17203,-0.46255,-0.57849,-0.60876,-0.45204,-0.34312,-0.20467,-0.19026,0.08795,0.06298,-0.00167,0.20932,0.04322,0.15315,0.04261,-0.04,-0.014,0.40677,0.14472,0.08793,0.05272,7e-05,-0.07916,-0.16066
Dec1956,-0.38537,-0.5206,-1.04696,-0.4957,0.46125,0.29754,0.26013,0.71294,0.58537,0.73605,0.75248,0.68163,0.7503,0.63411,0.6283,0.51483,0.39685,0.39746,0.42474,0.15938,-0.14079,-0.17081,-0.0927,-0.0375,-0.11581,-0.22543,-0.51912,-0.63811,-0.66398,-0.5082,-0.39849,-0.26192,-0.2471,0.03321,0.00656,-0.05411,0.15708,-0.00263,0.10158,-0.00776,-0.08776,-0.06282,0.35885,0.10003,0.04505,0.01071,-0.04182,-0.12239
Jan1957,-0.81675,-0.77457,-0.81118,-1.23202,-0.76529,0.17368,0.04993,0.02187,0.48395,0.37086,0.54353,0.56904,0.50917,0.59679,0.48413,0.47589,0.35678,0.24545,0.24994,0.28209,0.02238,-0.26993,-0.29794,-0.22131,-0.16352,-0.23945,-0.34176,-0.64086,-0.76257,-0.78698,-0.62906,-0.51654,-0.37308,-0.35996,-0.06382,-0.08991,-0.15276,0.06322,-0.09503,0.00536,-0.11066,-0.19201,-0.16617,0.26644,0.00356,-0.05199,-0.08488,-0.13917
Feb1957,-0.98374,-1.39242,-1.19349,-1.17872,-1.47618,-1.07153,-0.11512,-0.24729,-0.23975,0.25338,0.14216,0.3395,0.37822,0.32861,0.44458,0.32517,0.32116,0.2012,0.09466,0.1066,0.14652,-0.11638,-0.40771,-0.43627,-0.3591,-0.29761,-0.36844,-0.4655,-0.75901,-0.87147,-0.89023,-0.73056,-0.61225,-0.46568,-0.45611,-0.16014,-0.18589,-0.24659,-0.02601,-0.18276,-0.08281,-0.19508,-0.2726,-0.24419,0.18836,-0.07437,-0.13035,-0.16215
Mar1957,-1.22532,-1.31538,-1.56088,-1.43717,-1.43873,-1.62713,-1.36715,-0.57113,-0.68251,-0.58493,-0.08013,-0.18184,0.05409,0.10471,0.06431,0.2089,0.08381,0.08768,-0.00431,-0.10237,-0.08972,-0.02926,-0.28311,-0.57225,-0.60255,-0.52344,-0.46191,-0.53367,-0.6258,-0.92538,-1.03418,-1.03666,-0.87315,-0.74398,-0.59297,-0.58197,-0.28728,-0.31229,-0.36884,-0.1461,-0.29907,-0.1988,-0.3118,-0.38427,-0.3523,0.08262,-0.17871,-0.24008
Apr1957,0.10213,-0.80966,-1.08184,-1.36187,-1.31216,-1.32872,-1.60812,-1.35381,-0.60938,-0.71526,-0.62785,-0.12521,-0.23881,-0.00521,0.04762,0.00365,0.15237,0.03245,0.04447,-0.02747,-0.12664,-0.11029,-0.05734,-0.31638,-0.59356,-0.61957,-0.53609,-0.47619,-0.54671,-0.64014,-0.94274,-1.05592,-1.05679,-0.89231,-0.76149,-0.61088,-0.59944,-0.30302,-0.32777,-0.38529,-0.16454,-0.317,-0.21908,-0.32868,-0.40034,-0.36838,0.06788,-0.18947
May1957,1.4308,1.14359,0.44822,0.09045,-0.23792,-0.37065,-0.42679,-0.8369,-0.69621,0.01554,-0.10031,-0.08393,0.35742,0.22428,0.43754,0.47954,0.41121,0.53439,0.40103,0.41541,0.33676,0.23202,0.22847,0.27145,0.02057,-0.2304,-0.26279,-0.18286,-0.13315,-0.22116,-0.32754,-0.62354,-0.73915,-0.7531,-0.59372,-0.47984,-0.33241,-0.31512,-0.02843,-0.05007,-0.11044,0.08612,-0.06818,0.02328,-0.0863,-0.16444,-0.13874,0.27328
Jun1957,1.93563,1.97971,1.83335,1.46187,1.27082,1.0259,0.80388,0.74185,0.46388,0.50294,1.01578,0.86661,0.83289,1.13987,1.06183,1.14152,1.16124,1.0791,1.11022,0.98454,1.00224,0.92578,0.82168,0.79679,0.81298,0.57989,0.36917,0.3202,0.39033,0.4248,0.31919,0.20213,-0.05891,-0.18009,-0.21676,-0.08114,0.00174,0.13086,0.14881,0.39383,0.37353,0.31636,0.48844,0.34695,0.42618,0.32329,0.24224,0.25573
Jul1957,-0.46775,1.65765,1.85197,1.705,1.30478,1.11044,0.8587,0.65557,0.60028,0.33386,0.38548,0.86344,0.73844,0.70679,1.00105,0.91587,1.00826,1.0282,0.95829,0.99902,0.88184,0.90571,0.83198,0.72962,0.70783,0.72263,0.50176,0.29829,0.25635,0.32283,0.35277,0.25869,0.14789,-0.10432,-0.22198,-0.25698,-0.1248,-0.04165,0.08355,0.10353,0.34522,0.32505,0.27093,0.43868,0.30309,0.38003,0.28219,0.20278
Aug1957,-0.35909,-0.58262,1.3235,1.6606,1.53553,1.10507,0.89906,0.67525,0.49877,0.45438,0.1926,0.2376,0.70615,0.58973,0.57031,0.8736,0.79333,0.89694,0.91211,0.85109,0.91022,0.79551,0.81457,0.74856,0.64837,0.62695,0.64342,0.42889,0.22523,0.18745,0.24963,0.28006,0.19718,0.08861,-0.15205,-0.26414,-0.29868,-0.17149,-0.08539,0.03423,0.05688,0.29206,0.27135,0.22025,0.38476,0.25455,0.32812,0.23484
Sep1957,-0.63727,-0.74822,-0.8619,0.84485,1.26005,1.16223,0.82754,0.63268,0.44985,0.30877,0.27236,0.01094,0.06851,0.509,0.4192,0.41384,0.69378,0.61318,0.73593,0.75738,0.70591,0.78641,0.67755,0.68963,0.63496,0.53817,0.51968,0.53218,0.32025,0.12032,0.08074,0.13857,0.16723,0.09208,-0.01644,-0.24731,-0.35022,-0.37789,-0.25054,-0.16029,-0.03866,-0.01985,0.21156,0.19205,0.1427,0.30689,0.18018,0.25035
Oct1957,1.26629,0.5918,0.39717,0.22214,1.22453,1.52207,1.44652,1.14011,0.97772,0.79916,0.62855,0.61201,0.41847,0.45767,0.82656,0.72335,0.70796,0.96056,0.89674,0.97382,0.98845,0.93835,0.99471,0.8868,0.89701,0.83094,0.74521,0.72797,0.73162,0.52517,0.33856,0.29734,0.3553,0.38184,0.29052,0.18281,-0.02634,-0.13174,-0.17064,-0.0563,0.02223,0.13727,0.15264,0.36479,0.34942,0.29926,0.45059,0.32887
Nov1957,-0.18863,0.91406,0.40037,0.18058,0.04122,1.11998,1.44141,1.37463,1.065,0.8947,0.71248,0.55759,0.53427,0.31964,0.37497,0.74593,0.64831,0.62988,0.90367,0.83313,0.92204,0.93654,0.8829,0.94392,0.83156,0.8362,0.76945,0.68544,0.66986,0.68362,0.47945,0.29274,0.25354,0.31003,0.3356,0.23719,0.12741,-0.08504,-0.18843,-0.22442,-0.10624,-0.03015,0.08513,0.10077,0.317,0.29934,0.24989,0.39868
Dec1957,-1.18451,-1.21037,0.42715,-0.03652,-0.24141,-0.3564,0.83713,1.22346,1.1701,0.87474,0.69433,0.51675,0.37969,0.36236,0.13628,0.19278,0.57813,0.48309,0.45844,0.74109,0.66209,0.76814,0.78356,0.7345,0.80941,0.70315,0.70643,0.632,0.54743,0.5408,0.5606,0.3544,0.16655,0.13563,0.19076,0.2194,0.12555,0.02279,-0.19353,-0.29508,-0.3263,-0.20892,-0.12768,-0.01014,0.0069,0.22716,0.20962,0.15893
Jan1958,0.81852,-0.18258,-0.45372,0.59646,0.15704,-0.04076,-0.13534,0.90066,1.24871,1.20099,0.92377,0.7595,0.58861,0.4527,0.43506,0.23131,0.26918,0.62812,0.53375,0.5098,0.78104,0.70751,0.80679,0.82352,0.77905,0.85073,0.74262,0.74703,0.67261,0.59219,0.585,0.60655,0.40264,0.21744,0.18911,0.24498,0.27107,0.17271,0.06967,-0.15498,-0.26445,-0.30086,-0.18413,-0.1051,0.01309,0.03129,0.25219,0.23345
Feb1958,-1.44028,-0.40156,-0.93333,-1.06453,0.03163,-0.29866,-0.45139,-0.55597,0.59765,1.02138,0.97355,0.68403,0.51224,0.34579,0.23132,0.21399,0.00274,0.04973,0.43382,0.3442,0.32657,0.60871,0.53024,0.64715,0.66233,0.62027,0.70778,0.59894,0.60128,0.53294,0.45236,0.45183,0.47735,0.27432,0.0809,0.05513,0.11198,0.14024,0.04638,-0.05465,-0.28041,-0.38574,-0.41649,-0.2968,-0.21527,-0.09706,-0.07941,0.14596
Mar1958,-0.37943,-1.08315,-0.6826,-0.98257,-1.08992,-0.29797,-0.55364,-0.66066,-0.74734,0.39935,0.87997,0.8399,0.55662,0.38787,0.22167,0.10889,0.09053,-0.11709,-0.03571,0.35745,0.2616,0.25636,0.54163,0.46322,0.5847,0.60066,0.55922,0.64683,0.54176,0.5363,0.47183,0.39058,0.39107,0.41739,0.2218,0.03198,0.00684,0.06385,0.09176,-0.00012,-0.09974,-0.32161,-0.42907,-0.4577,-0.3361,-0.2559,-0.13742,-0.12395
Apr1958,-0.90925,-0.96497,-1.3803,-1.00939,-1.23257,-1.32259,-0.59828,-0.85194,-0.9398,-1.01101,0.09539,0.61157,0.57843,0.31389,0.14793,-0.01675,-0.10887,-0.11656,-0.32333,-0.21721,0.18643,0.10056,0.09518,0.38541,0.30905,0.44549,0.46433,0.41984,0.51686,0.41385,0.41106,0.35018,0.26892,0.2745,0.30127,0.10826,-0.08449,-0.1071,-0.04781,-0.0192,-0.11271,-0.20981,-0.43493,-0.53804,-0.56203,-0.43963,-0.35323,-0.23
May1958,-1.25425,-1.48053,-1.40772,-1.6752,-1.41175,-1.51829,-1.59664,-1.05169,-1.26219,-1.27897,-1.32158,-0.37286,0.14763,0.09413,-0.11584,-0.27457,-0.41245,-0.45327,-0.45389,-0.67386,-0.56372,-0.14121,-0.21848,-0.20726,0.09917,0.03829,0.18844,0.21171,0.16894,0.27718,0.17508,0.16014,0.10969,0.03932,0.04864,0.08534,-0.10146,-0.2947,-0.3091,-0.24791,-0.21437,-0.30732,-0.39581,-0.62255,-0.72647,-0.74216,-0.61839,-0.52377
Jun1958,0.01545,-0.86237,-1.19875,-1.20848,-1.48939,-1.28063,-1.44904,-1.52043,-1.01055,-1.1968,-1.21169,-1.24159,-0.32123,0.15068,0.09033,-0.11395,-0.26023,-0.38239,-0.41905,-0.43154,-0.63731,-0.53156,-0.13906,-0.21917,-0.21101,0.06538,0.01233,0.15029,0.17469,0.13346,0.22998,0.12896,0.12116,0.07469,0.00969,0.01374,0.05333,-0.12335,-0.30642,-0.31756,-0.26151,-0.22858,-0.30154,-0.38284,-0.59939,-0.70311,-0.71951,-0.60251
Jul1958,1.33202,0.60201,-0.25248,-0.61633,-0.7325,-1.07563,-0.86949,-1.04611,-1.11713,-0.591,-0.82616,-0.88459,-0.92328,-0.05492,0.36213,0.31763,0.11299,-0.02488,-0.14826,-0.20012,-0.22074,-0.40457,-0.31138,0.04276,-0.03858,-0.04152,0.21816,0.16826,0.29486,0.31672,0.27202,0.36157,0.26396,0.25798,0.20766,0.13988,0.14191,0.17585,0.00482,-0.16687,-0.17692,-0.12423,-0.09373,-0.16861,-0.24937,-0.4584,-0.56021,-0.58181
Aug1958,0.03365,0.74237,0.36171,-0.31979,-0.62213,-0.71303,-1.01117,-0.82386,-0.97228,-1.04064,-0.56877,-0.79754,-0.8516,-0.88505,-0.09066,0.31159,0.27638,0.09194,-0.04298,-0.16111,-0.20335,-0.22426,-0.40998,-0.31419,0.02787,-0.05175,-0.05185,0.19764,0.14443,0.26806,0.28692,0.24423,0.33852,0.24286,0.23959,0.19069,0.12339,0.12394,0.16059,-0.00619,-0.16876,-0.17987,-0.13,-0.09979,-0.17435,-0.25114,-0.45478,-0.5502
Sep1958,-0.48156,-0.4083,0.25985,0.0787,-0.48508,-0.76351,-0.83103,-1.1127,-0.9246,-1.06298,-1.14756,-0.68967,-0.90392,-0.94301,-0.97866,-0.18393,0.19699,0.15443,-0.01264,-0.14495,-0.26108,-0.29888,-0.31324,-0.49909,-0.39625,-0.05137,-0.12621,-0.12161,0.11669,0.06179,0.17873,0.19434,0.15129,0.24857,0.15187,0.15134,0.11046,0.05034,0.0545,0.09504,-0.06229,-0.22459,-0.23682,-0.18683,-0.15581,-0.22731,-0.30264,-0.50475
Oct1958,-0.7595,-0.85416,-0.8368,-0.27466,-0.34153,-0.78517,-1.00709,-1.06429,-1.28917,-1.12196,-1.22612,-1.32328,-0.93809,-1.10447,-1.12271,-1.14858,-0.41024,-0.02059,-0.07143,-0.22902,-0.3555,-0.46859,-0.49626,-0.50214,-0.68072,-0.57961,-0.24372,-0.30536,-0.28943,-0.0589,-0.11554,0.00472,0.02305,-0.01598,0.07177,-0.01842,-0.01398,-0.05367,-0.11133,-0.10514,-0.05758,-0.20719,-0.36672,-0.37748,-0.32755,-0.2969,-0.36302,-0.42822
Nov1958,-0.47036,-0.98525,-1.06262,-1.01691,-0.52399,-0.5692,-0.94305,-1.15375,-1.21124,-1.41641,-1.24811,-1.36082,-1.44252,-1.04391,-1.21445,-1.21707,-1.24303,-0.52617,-0.13489,-0.19188,-0.34963,-0.47929,-0.58735,-0.61106,-0.61257,-0.78311,-0.68364,-0.34804,-0.40615,-0.3803,-0.14163,-0.19715,-0.0727,-0.05477,-0.09581,-0.01136,-0.10186,-0.09867,-0.13571,-0.18981,-0.17945,-0.1332,-0.28289,-0.44154,-0.45121,-0.40202,-0.36973,-0.43798
Dec1958,1.70153,1.20038,0.25306,-0.10687,-0.16724,0.28094,0.1283,-0.35377,-0.60436,-0.69257,-0.94132,-0.76773,-0.90706,-0.97915,-0.56179,-0.76635,-0.81261,-0.84685,-0.15138,0.21984,0.17561,0.01459,-0.1153,-0.23317,-0.27085,-0.28036,-0.44487,-0.36387,-0.05175,-0.1131,-0.10274,0.122,0.07246,0.19224,0.20691,0.16755,0.24051,0.14827,0.14845,0.10784,0.04682,0.04954,0.08597,-0.06341,-0.21887,-0.2313,-0.18303,-0.1568
Jan1959,-1.45652,0.84684,0.42101,-0.24129,-0.52417,-0.54017,-0.06773,-0.19174,-0.61977,-0.84328,-0.90721,-1.13109,-0.95975,-1.0656,-1.13754,-0.74671,-0.93156,-0.96724,-0.99891,-0.32912,0.0358,-0.00857,-0.16093,-0.28838,-0.40117,-0.4369,-0.43739,-0.60935,-0.52814,-0.2068,-0.26687,-0.25161,-0.01592,-0.06709,0.06465,0.08072,0.03942,0.11559,0.02689,0.02096,-0.0241,-0.08549,-0.08133,-0.04115,-0.19187,-0.35063,-0.36126,-0.31174
Feb1959,1.37759,0.27253,1.20576,0.88202,0.2089,-0.08255,-0.1285,0.28466,0.10603,-0.36647,-0.58382,-0.65665,-0.87549,-0.72188,-0.8451,-0.89824,-0.50756,-0.71283,-0.77048,-0.80607,-0.15181,0.20136,0.16135,-0.00172,-0.13109,-0.24478,-0.28583,-0.29001,-0.45063,-0.37089,-0.05833,-0.11694,-0.10704,0.12437,0.07271,0.19654,0.21187,0.17112,0.24256,0.15074,0.14546,0.10167,0.03743,0.03964,0.07033,-0.08102,-0.23714,-0.24941
Mar1959,1.65026,1.79624,1.32314,1.71604,1.47565,1.01672,0.61707,0.54426,0.87211,0.68813,0.17972,-0.04763,-0.13166,-0.37024,-0.23973,-0.41566,-0.46082,-0.04408,-0.25437,-0.34952,-0.40497,0.2417,0.57175,0.5467,0.37455,0.24782,0.12715,0.06518,0.05108,-0.10618,-0.03758,0.25478,0.1919,0.18997,0.40588,0.36148,0.46648,0.48119,0.43982,0.49591,0.4025,0.40022,0.35545,0.28769,0.286,0.30221,0.15419,4e-05
Apr1959,-0.20931,1.14918,1.36863,0.93907,1.41278,1.22071,0.78827,0.43978,0.38659,0.7019,0.53276,0.0556,-0.17668,-0.25273,-0.48387,-0.35377,-0.51785,-0.55087,-0.14112,-0.32876,-0.42122,-0.47181,0.16838,0.49878,0.47848,0.31258,0.1895,0.06587,0.00718,-0.00718,-0.16463,-0.09502,0.20087,0.14062,0.13636,0.35911,0.31533,0.42463,0.44058,0.39676,0.45222,0.35663,0.34976,0.30644,0.2396,0.2401,0.26074,0.11619
May1959,1.08242,0.64332,1.33726,1.58467,1.25019,1.61489,1.44732,1.16098,0.84996,0.74269,1.01203,0.85229,0.36464,0.11436,0.04361,-0.1883,-0.08257,-0.2463,-0.2858,0.10971,-0.07597,-0.1755,-0.23794,0.37658,0.69793,0.69857,0.52611,0.41086,0.28887,0.21665,0.19149,0.03182,0.09916,0.38281,0.31758,0.30518,0.5165,0.47194,0.57232,0.58988,0.54953,0.59306,0.50059,0.49127,0.44926,0.38346,0.3787,0.39243
Jun1959,0.54151,0.97737,0.73656,1.24793,1.50794,1.19845,1.49917,1.35721,1.15959,0.88885,0.79477,0.99643,0.88189,0.49345,0.2676,0.18116,-0.03291,0.065,-0.09275,-0.14406,0.22834,0.05823,-0.04964,-0.12034,0.4362,0.71984,0.71871,0.56412,0.46203,0.34665,0.27103,0.24014,0.09825,0.16077,0.42645,0.3574,0.34687,0.54367,0.50123,0.59328,0.60816,0.57117,0.62114,0.53878,0.52847,0.48631,0.42387,0.41699
Jul1959,0.16686,0.44499,0.89447,0.6941,1.19713,1.46511,1.14848,1.44476,1.30167,1.0881,0.84079,0.75942,0.95024,0.83984,0.47811,0.27559,0.19262,-0.00556,0.08657,-0.06641,-0.11969,0.23284,0.07006,-0.03295,-0.10018,0.42402,0.69563,0.6935,0.54949,0.45215,0.33828,0.27131,0.24214,0.10594,0.1618,0.41403,0.35001,0.34251,0.53129,0.49362,0.58428,0.59843,0.56329,0.61078,0.53258,0.52236,0.48435,0.42258
Aug1959,-0.34194,-0.22492,0.07064,0.5964,0.42086,0.995,1.26602,0.95997,1.27306,1.1408,0.92844,0.68452,0.60651,0.80344,0.70398,0.36319,0.17492,0.11022,-0.08175,0.00751,-0.12674,-0.17798,0.14897,0.00146,-0.09322,-0.15756,0.3538,0.6206,0.61372,0.47547,0.37787,0.26769,0.21124,0.18264,0.05294,0.1079,0.35302,0.28998,0.28747,0.47292,0.43923,0.5284,0.54149,0.50878,0.55602,0.48191,0.46986,0.43478
Sep1959,2.02927,1.70126,1.58675,1.49496,1.58491,1.43617,1.67119,1.81964,1.60979,1.72039,1.63646,1.52734,1.38931,1.31681,1.41495,1.32009,1.0501,0.91813,0.81981,0.65365,0.70409,0.54874,0.49005,0.7822,0.64707,0.54095,0.4654,0.8809,1.08332,1.07963,0.94214,0.86525,0.76885,0.69946,0.66064,0.55048,0.58828,0.7872,0.72467,0.70667,0.86144,0.82715,0.88474,0.89789,0.86835,0.89851,0.82779,0.81541
Oct1959,0.77864,1.77689,1.61727,1.56046,1.51128,1.63163,1.50744,1.73546,1.87531,1.68061,1.79097,1.69917,1.59388,1.46195,1.40032,1.48691,1.40288,1.14666,1.02729,0.91338,0.75171,0.79804,0.64001,0.58286,0.86044,0.72081,0.62445,0.55554,0.94978,1.14308,1.14161,1.00367,0.92852,0.83785,0.76048,0.71807,0.61728,0.65299,0.84441,0.78027,0.76127,0.91038,0.87414,0.92674,0.94187,0.91174,0.94127,0.86892
Nov1959,1.76092,1.62357,2.12432,2.032,1.97498,1.99825,2.03345,1.9224,2.06554,2.19325,1.99917,2.04151,1.93062,1.83257,1.74088,1.69139,1.74846,1.68673,1.45789,1.37302,1.23893,1.08996,1.1272,0.94952,0.88218,1.13414,0.99106,0.90307,0.83193,1.20232,1.3825,1.38395,1.24251,1.17041,1.08963,1.00364,0.95773,0.85387,0.8824,1.05894,0.9945,0.96574,1.10097,1.0642,1.10257,1.11576,1.08794,1.10763
